Activity Label,Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Long Run,Running,2024-07-13 11:18:50,false,"Albemarle County Running","12.01","1,338","01:16:12","165","175","4.5","158","167","6:21","5:36","764","758","1.60","7.3","11.8","253","6:17","454","0.0","448","669","NaN","NaN","--","NaN","NaN","NaN","87.8","No","01:16:12","1","96.8","--","--","--","01:16:09","01:18:30","615","873"
Workout,Running,2024-07-12 07:02:34,false,"Charlottesville Running","10.06","1,055","01:02:35","158","179","4.2","158","219","6:13","4:24","643","646","1.62","7.2","11.5","252","6:10","458","0.0","440","746","NaN","NaN","--","NaN","NaN","NaN","78.8","No","00:01:30.2","17","86.0","--","--","--","01:02:28","01:16:05","497","571"
Training Run,Running,2024-07-11 07:09:11,false,"Charlottesville Running","7.70","797","00:51:34","142","163","3.4","155","192","6:42","4:09","446","446","1.53","7.6","11.6","262","6:40","426","0.0","421","650","NaN","NaN","--","NaN","NaN","NaN","78.8","No","00:02:31.2","3","86.0","--","--","--","00:51:22","00:53:43","414","580"
Training Run,Running,2024-07-10 06:13:34,false,"Charlottesville Running","8.28","908","01:01:35","143","162","3.1","155","226","7:26","5:46","364","361","1.39","8.1","11.2","274","7:26","381","0.0","379","524","NaN","NaN","--","NaN","NaN","NaN","84.2","No","01:01:35","1","87.8","--","--","--","01:01:30","01:06:55","375","581"
Recovery,Treadmill Running,2024-07-09 18:36:15,false,"Treadmill Running","5.01","431","00:30:31","138","160","2.8","152","162","6:06","5:44","--","--","1.75","7.2","12.6","256","--","447","0.0","443","494","NaN","NaN","--","NaN","NaN","NaN","--","No","00:30:31","1","NaN","--","--","--","00:30:02","00:31:15","--","--"
Workout,Running,2024-07-09 06:52:14,false,"Charlottesville Running","8.93","951","00:53:56","162","179","4.3","155","167","6:02","5:17","427","407","1.70","7.2","12.1","249","6:01","463","0.0","459","605","NaN","NaN","--","NaN","NaN","NaN","84.2","No","00:10:17","2","91.4","--","--","--","00:53:51","01:04:53","486","591"
Training Run,Running,2024-07-08 07:21:15,false,"Charlottesville Running","9.17","959","01:01:42","144","161","3.4","154","200","6:44","3:52","489","443","1.53","7.7","11.7","267","6:44","420","0.0","417","669","NaN","NaN","--","NaN","NaN","NaN","84.2","No","00:03:14.5","3","91.4","--","--","--","01:01:33","01:10:59","413","600"
NonRun,Cycling,2024-07-07 08:26:11,false,"Charlottesville Cycling","38.64","1,341","02:32:16","119","152","2.3","--","--","15.2","36.2","2,992","3,018","NaN","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:13:54","8","NaN","--","--","--","02:32:01","03:02:01","404","969"
Long Run,Running,2024-07-06 08:53:56,false,"Albemarle County Running","12.04","1,319","01:16:29","159","174","4.4","157","177","6:21","4:32","1,047","1,010","1.61","7.4","11.9","256","6:14","460","0.0","450","646","NaN","NaN","--","NaN","NaN","NaN","84.2","No","01:16:29","1","95.0","--","--","--","01:16:27","01:20:46","478","791"
Long Run,Running,2024-07-05 07:49:45,false,"Charlottesville Running","11.01","1,161","01:07:42","159","179","4.7","156","183","6:09","5:03","509","489","1.67","7.3","12.0","252","6:07","460","0.0","455","652","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:08:39.3","3","95.0","--","--","--","01:07:36","01:20:06","488","606"
Recovery,Running,2024-07-04 11:48:11,false,"Charlottesville Running","8.79","1,001","01:04:56","148","170","3.4","152","162","7:23","6:07","371","390","1.43","8.1","11.6","279","7:22","385","0.0","383","552","NaN","NaN","--","NaN","NaN","NaN","84.2","No","01:04:56","1","98.6","--","--","--","01:04:48","01:11:52","310","507"
Training Run,Running,2024-07-03 07:03:11,false,"Charlottesville Running","9.04","948","00:56:22","153","169","3.9","156","219","6:14","5:15","472","466","1.64","7.3","11.9","253","6:13","456","0.0","452","611","NaN","NaN","--","NaN","NaN","NaN","75.2","No","00:56:22","1","86.0","--","--","--","00:56:18","01:01:45","439","600"
Training Run,Running,2024-07-02 19:03:45,false,"Charlottesville Running","9.01","957","00:58:40","150","163","3.6","154","169","6:31","4:38","679","669","1.59","7.5","12.0","261","6:27","445","0.0","438","637","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:58:40","1","89.6","--","--","--","00:58:32","01:02:14","446","617"
Training Run,Running,2024-07-01 18:35:51,false,"Charlottesville Running","8.51","888","00:51:17","157","174","4.2","155","171","6:02","4:45","325","420","1.71","7.2","12.2","251","6:01","475","0.0","470","671","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:51:17","1","87.8","--","--","--","00:51:13","00:53:19","306","512"
Long Run,Running,2024-06-29 10:04:45,false,"Chicago Running","11.34","1,231","01:21:28","146","169","3.5","155","167","7:11","5:39","121","121","1.44","7.9","11.4","271","7:12","395","0.0","390","590","NaN","NaN","--","NaN","NaN","NaN","87.8","No","01:21:28","1","93.2","--","--","--","01:21:27","01:30:40","573","614"
Training Run,Running,2024-06-27 06:12:47,false,"Charlottesville Running","9.14","997","01:01:21","150","166","3.7","156","167","6:43","5:48","489","459","1.54","7.6","11.8","264","6:39","427","0.0","423","558","NaN","NaN","--","NaN","NaN","NaN","78.8","No","01:01:21","1","86.0","--","--","--","01:01:19","01:03:59","436","593"
Training Run,Running,2024-06-26 07:09:12,false,"Charlottesville Running","8.01","851","00:50:07","154","172","3.9","157","187","6:16","5:30","436","433","1.63","7.3","11.9","252","6:13","458","0.0","451","629","NaN","NaN","--","NaN","NaN","NaN","80.6","No","00:50:07","1","89.6","--","--","--","00:50:02","00:52:34","307","525"
Training Run,Running,2024-06-25 06:54:27,false,"Charlottesville Running","8.87","936","00:55:17","154","167","3.9","157","169","6:14","5:14","482","463","1.64","7.3","11.9","251","6:11","457","0.0","453","627","NaN","NaN","--","NaN","NaN","NaN","75.2","No","00:55:17","1","84.2","--","--","--","00:55:12","00:59:25","448","592"
Training Run,Running,2024-06-24 07:08:25,false,"Charlottesville Running","8.43","923","00:55:43","153","170","3.8","155","167","6:36","5:22","545","509","1.56","7.6","11.8","262","6:34","432","0.0","427","596","NaN","NaN","--","NaN","NaN","NaN","80.6","No","00:55:43","1","89.6","--","--","--","00:55:35","00:59:24","362","605"
Training Run,Running,2024-06-22 08:36:14,false,"Albemarle County Running","10.01","1,124","01:01:33","169","178","4.8","157","165","6:09","5:21","600","610","1.66","7.2","12.0","251","6:07","466","0.0","460","619","NaN","NaN","--","NaN","NaN","NaN","82.4","No","01:01:33","1","95.0","--","--","--","01:01:32","01:02:47","622","851"
Recovery,Running,2024-06-21 07:36:53,false,"Charlottesville Running","5.57","618","00:37:31","151","167","3.3","155","167","6:44","5:20","472","427","1.53","7.7","11.7","263","6:38","434","0.0","425","609","NaN","NaN","--","NaN","NaN","NaN","80.6","No","00:37:31","1","87.8","--","--","--","00:37:28","00:39:04","451","615"
Training Run,Running,2024-06-20 07:21:00,false,"Charlottesville Running","8.01","845","00:49:58","154","172","3.8","155","172","6:14","5:18","545","515","1.65","7.3","12.0","252","6:11","463","0.0","453","645","NaN","NaN","--","NaN","NaN","NaN","78.8","No","00:49:58","1","86.0","--","--","--","00:49:50","00:53:29","421","593"
Training Run,Running,2024-06-19 07:17:49,false,"Charlottesville Running","6.75","716","00:42:35","152","172","3.6","156","169","6:18","5:36","387","354","1.63","7.4","12.0","256","6:17","455","0.0","449","607","NaN","NaN","--","NaN","NaN","NaN","78.8","No","00:42:35","1","86.0","--","--","--","00:42:32","00:44:19","370","580"
Training Run,Running,2024-06-18 07:29:09,false,"Charlottesville Running","7.45","804","00:48:35","152","171","3.6","155","172","6:31","5:30","518","502","1.58","7.5","11.8","258","6:27","443","0.0","436","605","NaN","NaN","--","NaN","NaN","NaN","80.6","No","00:48:35","1","87.8","--","--","--","00:48:24","00:53:19","363","603"
Training Run,Running,2024-06-17 07:34:26,false,"Charlottesville Running","7.68","824","00:50:10","150","164","3.6","154","165","6:32","5:37","443","420","1.60","7.6","12.1","264","6:29","443","0.0","438","615","NaN","NaN","--","NaN","NaN","NaN","78.8","No","00:50:10","1","87.8","--","--","--","00:50:05","00:52:35","415","581"
NonRun,Cycling,2024-06-16 08:12:06,false,"Charlottesville Cycling","29.01","1,115","01:44:57","130","165","2.5","--","--","16.6","34.9","2,162","2,159","NaN","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:13:26","6","NaN","--","--","--","01:44:26","02:30:17","360","682"
Workout,Running,2024-06-15 10:09:37,false,"Albemarle County Running","9.01","964","00:53:17","165","182","4.6","155","167","5:55","5:07","341","397","1.74","7.1","12.3","248","5:55","475","0.0","471","640","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:53:17","1","91.4","--","--","--","00:53:12","00:54:39","656","904"
Training Run,Running,2024-06-14 13:30:21,false,"Charlottesville Running","6.53","743","00:43:04","159","175","3.7","153","167","6:36","5:32","420","436","1.59","7.6","12.1","265","6:31","442","0.0","435","645","NaN","NaN","--","NaN","NaN","NaN","86.0","No","00:43:04","1","96.8","--","--","--","00:43:00","00:44:34","383","583"
Training Run,Running,2024-06-12 07:39:24,false,"Charlottesville Running","6.94","711","00:44:49","144","169","3.2","157","171","6:28","5:47","417","367","1.58","7.4","11.7","255","6:26","443","0.0","437","585","NaN","NaN","--","NaN","NaN","NaN","71.6","No","00:44:49","1","84.2","--","--","--","00:44:46","00:46:11","446","583"
Training Run,Running,2024-06-11 18:33:00,false,"Charlottesville Running","6.01","636","00:35:33","159","177","3.7","156","171","5:55","5:07","344","436","1.72","7.0","12.1","244","5:55","471","0.0","465","697","NaN","NaN","--","NaN","NaN","NaN","78.8","No","00:35:33","1","84.2","--","--","--","00:35:28","00:37:27","369","606"
Training Run,Running,2024-06-10 06:49:18,false,"Charlottesville Running","4.57","451","00:28:17","141","157","2.9","159","172","6:12","4:55","318","305","1.63","7.2","11.8","249","6:07","469","0.0","458","640","NaN","NaN","--","NaN","NaN","NaN","75.2","No","00:28:17","1","84.2","--","--","--","00:28:17","00:28:23","451","585"
NonRun,Hiking,2024-06-08 12:07:40,false,"Augusta County Hiking","10.39","1,337","03:22:27","105","140","2.1","98","240","19:30","8:24","2,461","2,480","0.85","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","03:22:27","1","NaN","--","--","--","03:14:52","03:53:09","1,404","3,339"
NonRun,Indoor Cycling,2024-06-07 17:18:47,false,"Indoor Cycling","0.00","625","00:45:00","138","156","2.6","--","--","--","--","--","--","NaN","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:45:00","1","NaN","--","--","--","00:00:00","00:45:00","--","--"
Recovery,Running,2024-06-01 11:39:25,false,"Nashville Running","4.01","436","00:29:01","140","160","2.6","155","168","7:15","5:22","226","210","1.43","7.9","11.2","268","7:10","410","0.0","402","620","NaN","NaN","--","NaN","NaN","NaN","73.4","No","00:29:01","1","77.0","--","--","--","00:28:56","00:33:33","415","515"
WU/CD,Running,2024-05-31 21:52:37,false,"Murfreesboro Running","1.48","169","00:11:02","141","150","2.0","154","161","7:27","7:12","7","7","1.40","8.1","11.3","276","7:28","375","0.0","372","417","NaN","NaN","--","NaN","NaN","NaN","77.0","No","00:11:02","1","80.6","--","--","--","00:11:00","00:11:02","626","634"
WU/CD,Running,2024-05-31 20:27:09,false,"Murfreesboro Running","2.61","238","00:16:35","117","176","2.2","156","200","6:21","3:31","49","46","1.61","7.3","11.6","256","6:20","442","0.0","436","679","NaN","NaN","--","NaN","NaN","NaN","80.6","No","00:03:22.3","2","84.2","--","--","--","00:16:30","00:29:48","612","637"
Shakeout,Running,2024-05-31 14:03:35,false,"Nashville Running","1.39","150","00:10:00","136","146","1.9","155","165","7:11","6:35","72","69","1.43","7.9","11.4","271","7:08","410","0.0","399","572","NaN","NaN","--","NaN","NaN","NaN","77.0","No","00:10:00","1","86.0","--","--","--","00:10:00","00:10:00","421","470"
Recovery,Running,2024-05-30 12:26:17,false,"Nashville Running","4.83","494","00:33:14","137","159","2.8","154","192","6:53","3:26","200","197","1.49","7.8","11.5","268","6:54","411","0.0","409","742","NaN","NaN","--","NaN","NaN","NaN","84.2","No","00:00:04.9","5","93.2","--","--","--","00:33:09","01:03:28","419","627"
Shakeout,Running,2024-05-29 20:28:26,false,"Nashville Running","1.31","139","00:10:00","127","147","1.5","149","163","7:38","5:46","75","89","1.38","8.2","11.3","280","7:39","382","0.0","371","541","NaN","NaN","--","NaN","NaN","NaN","77.0","No","00:10:00","1","78.8","--","--","--","00:09:57","00:10:29","449","520"
Recovery,Running,2024-05-29 09:40:38,false,"Charlottesville Running","5.73","612","00:40:43","141","153","2.7","155","167","7:06","5:34","249","262","1.46","7.9","11.5","270","7:03","402","0.0","398","557","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:40:43","1","87.8","--","--","--","00:40:40","00:46:59","496","597"
Recovery,Running,2024-05-28 18:40:57,false,"Charlottesville Running","4.01","435","00:27:33","144","155","2.7","155","163","6:53","6:08","184","210","1.51","7.8","11.7","268","6:50","422","0.0","413","566","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:27:33","1","84.2","--","--","--","00:27:33","00:27:33","518","587"
Workout,Running,2024-05-28 11:17:36,false,"Charlottesville Running","7.01","703","00:44:27","148","170","3.0","152","198","6:21","3:28","200","141","1.62","7.2","11.1","257","6:23","456","0.0","424","864","NaN","NaN","--","NaN","NaN","NaN","84.2","No","00:00:05.5","16","89.6","--","--","--","00:43:48","01:16:55","537","575"
Training Run,Running,2024-05-27 13:41:07,false,"Charlottesville Running","8.21","868","00:52:08","151","172","3.6","156","174","6:21","5:24","358","381","1.62","7.4","11.9","255","6:18","463","0.0","455","722","NaN","NaN","--","NaN","NaN","NaN","86.0","No","00:52:08","1","93.2","--","--","--","00:52:08","00:54:02","308","431"
NonRun,Elliptical,2024-05-26 08:39:11,false,"Elliptical","0.00","369","00:35:00","124","157","1.8","53","198","--","--","--","--","0.00","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:35:00","1","NaN","--","--","--","00:00:00","00:39:29","--","--"
Long Run,Running,2024-05-25 12:37:39,false,"Charlottesville Running","10.91","1,199","01:12:33","153","169","3.7","157","169","6:39","5:50","896","886","1.54","7.6","11.6","260","6:32","445","0.0","433","649","NaN","NaN","--","NaN","NaN","NaN","87.8","No","01:12:33","1","91.4","--","--","--","01:12:29","01:15:54","450","621"
WU/CD,Running,2024-05-24 12:06:25,false,"Charlottesville Running","1.50","171","00:11:29","142","148","1.9","152","161","7:38","6:28","16","3","1.38","8.3","11.4","282","7:39","368","0.0","365","465","NaN","NaN","--","NaN","NaN","NaN","89.6","No","00:11:29","1","89.6","--","--","--","00:11:28","00:11:29","539","556"
Workout,Track Running,2024-05-24 11:21:23,false,"Charlottesville Track Running","6,810","414","00:24:19","158","178","3.1","155","217","5:45","3:03","16","--","1.79","6.5","11.0","239","--","476","0.0","451","806","NaN","NaN","--","NaN","NaN","NaN","--","No","00:00:01.4","20","NaN","--","--","--","00:24:07","00:35:50","549","568"
WU/CD,Running,2024-05-24 10:44:01,false,"Charlottesville Running","2.60","282","00:17:22","146","169","2.4","157","195","6:40","3:43","118","108","1.52","7.6","11.4","261","6:40","427","0.0","418","734","NaN","NaN","--","NaN","NaN","NaN","78.8","No","00:03:21.2","2","84.2","--","--","--","00:17:21","00:29:05","542","580"
Recovery,Running,2024-05-23 16:27:48,false,"Charlottesville Running","6.74","702","00:47:37","141","161","2.8","151","209","7:04","3:10","276","262","1.46","7.9","11.5","274","7:05","395","0.0","392","903","NaN","NaN","--","NaN","NaN","NaN","84.2","No","00:17:28","2","91.4","--","--","--","00:47:27","00:57:31","490","599"
NonRun,Hiking,2024-05-22 12:36:10,false,"Augusta County Hiking","11.15","1,330","03:45:59","99","138","1.9","87","238","20:16","11:41","2,156","2,159","0.91","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","03:45:59","1","NaN","--","--","--","03:39:30","04:29:32","1,881","3,576"
Training Run,Running,2024-05-22 09:36:26,false,"Augusta County Running","8.08","879","00:52:57","154","166","3.4","159","167","6:33","5:23","568","548","1.55","7.5","11.6","256","6:28","447","0.0","437","631","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:52:57","1","89.6","--","--","--","00:52:56","00:52:57","1,602","1,809"
Recovery,Running,2024-05-21 18:24:12,false,"Augusta County Running","4.08","458","00:30:35","142","153","2.5","157","165","7:29","6:35","400","459","1.37","8.1","11.1","272","7:21","395","0.0","381","507","NaN","NaN","--","NaN","NaN","NaN","80.6","No","00:30:35","1","89.6","--","--","--","00:30:33","00:30:35","1,772","2,018"
Workout,Running,2024-05-21 10:13:26,false,"Charlottesville Running","9.01","985","01:04:29","151","178","3.4","143","203","7:10","3:03","207","161","1.53","7.4","10.5","262","7:09","435","0.0","369","880","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:00:05.7","21","89.6","--","--","--","01:02:07","01:45:13","512","583"
Training Run,Running,2024-05-20 11:28:19,false,"Charlottesville Running","9.75","1,057","01:03:36","154","171","3.6","156","175","6:31","4:59","407","525","1.57","7.5","11.7","257","6:31","436","0.0","431","625","NaN","NaN","--","NaN","NaN","NaN","86.0","No","01:03:36","1","89.6","--","--","--","01:03:29","01:07:41","309","528"
Long Run,Running,2024-05-18 12:06:40,false,"Albemarle County Running","14.00","1,473","01:25:55","158","174","4.2","157","169","6:08","4:52","932","942","1.66","7.2","12.0","249","6:04","470","0.0","462","660","NaN","NaN","--","NaN","NaN","NaN","71.6","No","01:25:55","1","82.4","--","--","--","01:25:47","01:30:34","616","871"
Workout,Running,2024-05-17 16:34:52,false,"Charlottesville Running","8.01","815","00:47:14","159","183","3.7","156","169","5:54","4:22","62","49","1.74","7.0","11.8","253","5:54","468","0.0","456","583","NaN","NaN","--","NaN","NaN","NaN","78.8","No","00:00:58.7","13","86.0","--","--","--","00:47:10","01:01:16","537","577"
Workout,Running,2024-05-17 10:07:19,false,"Charlottesville Running","5.99","588","00:38:13","143","173","2.9","157","205","6:23","3:06","217","203","1.55","7.4","11.1","259","6:27","437","0.0","423","896","NaN","NaN","--","NaN","NaN","NaN","73.4","No","00:00:05.8","22","82.4","--","--","--","00:37:58","01:24:48","538","584"
Training Run,Running,2024-05-16 10:14:49,false,"Charlottesville Running","8.71","943","00:57:33","153","168","3.4","159","193","6:36","3:38","686","633","1.53","7.4","11.3","254","6:32","432","0.0","427","729","NaN","NaN","--","NaN","NaN","NaN","80.6","No","00:01:00.7","2","91.4","--","--","--","00:57:22","01:19:11","448","612"
Training Run,Running,2024-05-15 10:11:48,false,"Charlottesville Running","10.01","1,053","01:05:39","149","164","3.4","157","242","6:34","5:21","545","525","1.56","7.5","11.6","257","6:32","436","0.0","431","584","NaN","NaN","--","NaN","NaN","NaN","73.4","No","01:05:39","1","80.6","--","--","--","01:05:27","01:11:45","448","600"
NonRun,Elliptical,2024-05-14 19:17:48,false,"Elliptical","0.00","519","00:35:00","143","156","2.7","119","203","--","--","--","--","0.00","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:35:00","1","NaN","--","--","--","00:00:00","00:35:00","--","--"
WU/CD,Running,2024-05-14 11:28:59,false,"Charlottesville Running","2.00","232","00:14:23","151","159","2.3","155","167","7:11","6:31","85","72","1.43","7.9","11.3","268","7:10","393","0.0","390","537","NaN","NaN","--","NaN","NaN","NaN","71.6","No","00:14:23","1","75.2","--","--","--","00:14:22","00:14:37","539","575"
Workout,Running,2024-05-14 10:57:09,false,"Charlottesville Running","3.49","358","00:20:52","160","171","2.9","161","195","5:59","3:13","23","13","1.59","7.1","10.1","258","6:01","477","0.0","426","799","NaN","NaN","--","NaN","NaN","NaN","66.2","No","00:00:01.6","18","71.6","--","--","--","00:20:48","00:24:02","540","557"
WU/CD,Running,2024-05-14 10:09:06,false,"Charlottesville Running","2.61","273","00:17:31","141","180","2.3","157","186","6:43","4:08","148","102","1.48","7.6","11.1","257","6:46","414","0.0","406","608","NaN","NaN","--","NaN","NaN","NaN","71.6","No","00:03:20.5","2","80.6","--","--","--","00:17:27","00:28:02","543","581"
Training Run,Running,2024-05-13 14:49:34,false,"Charlottesville Running","9.00","924","00:59:25","145","158","3.2","156","207","6:36","3:21","479","466","1.53","7.5","11.5","259","6:38","429","0.0","426","838","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:01:15.1","2","91.4","--","--","--","00:59:15","01:16:46","491","598"
NonRun,Elliptical,2024-05-12 13:01:27,false,"Elliptical","0.00","628","00:45:00","140","152","2.5","118","200","--","--","--","--","0.00","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:45:00","1","NaN","--","--","--","00:00:00","00:45:00","--","--"
Long Run,Running,2024-05-11 10:58:09,false,"Louisa County Running","13.11","1,311","01:16:30","150","171","4.1","159","169","5:50","4:58","568","554","1.74","7.0","12.1","242","5:49","480","0.0","475","677","NaN","NaN","--","NaN","NaN","NaN","71.6","No","01:16:30","1","82.4","--","--","--","01:16:27","01:22:59","342","506"
NonRun,Indoor Cycling,2024-05-10 17:46:20,false,"Indoor Cycling","0.00","375","00:35:00","126","136","1.5","--","--","--","--","--","--","NaN","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:35:00","1","NaN","--","--","--","00:00:00","00:35:00","--","--"
WU/CD,Running,2024-05-10 11:39:14,false,"Charlottesville Running","2.50","281","00:18:10","144","153","2.3","156","169","7:16","5:36","89","82","1.41","8.0","11.3","270","7:15","391","0.0","386","588","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:18:10","1","86.0","--","--","--","00:18:09","00:18:10","542","572"
Workout,Track Running,2024-05-10 10:46:50,false,"Charlottesville Track Running","7,830","516","00:32:29","157","180","3.1","133","231","6:41","3:27","13","--","1.82","5.9","9.5","231","--","492","0.0","384","825","NaN","NaN","--","NaN","NaN","NaN","--","No","00:00:01.5","30","NaN","--","--","--","00:28:55","00:40:18","568","568"
WU/CD,Running,2024-05-10 10:09:14,false,"Charlottesville Running","2.56","266","00:16:42","145","167","2.3","156","187","6:32","3:48","52","36","1.57","7.4","11.6","258","6:29","435","0.0","429","648","NaN","NaN","--","NaN","NaN","NaN","75.2","No","00:03:01.6","2","80.6","--","--","--","00:16:38","00:29:54","542","579"
Training Run,Running,2024-05-09 12:17:52,false,"Charlottesville Running","9.30","958","01:01:32","145","163","3.3","157","171","6:37","5:07","666","623","1.54","7.5","11.6","258","6:35","438","0.0","430","641","NaN","NaN","--","NaN","NaN","NaN","80.6","No","01:01:32","1","89.6","--","--","--","01:01:23","01:06:47","417","599"
Recovery,Running,2024-05-08 17:48:14,false,"Charlottesville Running","8.24","860","01:00:18","138","157","2.8","154","170","7:19","5:19","607","597","1.41","8.0","11.3","273","7:14","402","0.0","394","595","NaN","NaN","--","NaN","NaN","NaN","84.2","No","01:00:18","1","89.6","--","--","--","01:00:13","01:03:48","412","583"
Workout,Running,2024-05-07 17:36:17,false,"Charlottesville Running","4.47","449","00:30:00","143","174","2.5","146","214","6:43","3:16","23","7","1.57","7.4","11.2","263","6:44","429","0.0","395","866","NaN","NaN","--","NaN","NaN","NaN","84.2","No","00:00:07.7","13","91.4","--","--","--","00:29:49","00:50:35","538","554"
WU/CD,Running,2024-05-07 10:50:07,false,"Charlottesville Running","1.33","150","00:09:25.5","152","159","2.0","154","162","7:04","6:43","7","7","1.46","7.9","11.6","270","7:05","396","0.0","392","426","NaN","NaN","--","NaN","NaN","NaN","87.8","No","00:09:25.5","1","89.6","--","--","--","00:09:24","00:09:25.5","543","554"
Workout,Running,2024-05-07 10:08:02,false,"Charlottesville Running","5.18","530","00:29:02","168","183","3.5","158","174","5:36","4:30","23","10","1.81","6.6","11.7","236","5:34","484","0.0","472","588","NaN","NaN","--","NaN","NaN","NaN","84.2","No","00:01:00.2","15","89.6","--","--","--","00:28:48","00:29:02","537","556"
WU/CD,Running,2024-05-07 09:35:18,false,"Charlottesville Running","2.55","268","00:16:29","145","172","2.4","157","193","6:28","3:38","85","62","1.57","7.4","11.6","255","6:27","434","0.0","429","702","NaN","NaN","--","NaN","NaN","NaN","78.8","No","00:03:00.5","2","86.0","--","--","--","00:16:25","00:26:50","537","578"
Training Run,Running,2024-05-06 12:00:54,false,"Charlottesville Running","10.04","1,091","01:05:39","156","175","3.8","155","166","6:32","5:07","443","423","1.58","7.5","11.9","261","6:31","438","0.0","434","625","NaN","NaN","--","NaN","NaN","NaN","82.4","No","01:05:39","1","89.6","--","--","--","01:05:33","01:11:01","308","522"
NonRun,Elliptical,2024-05-05 21:29:49,false,"Elliptical","0.00","614","00:45:01","140","149","2.4","127","196","--","--","--","--","0.00","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:45:01","1","NaN","--","--","--","00:00:00","00:45:01","--","--"
Long Run,Running,2024-05-04 11:34:19,false,"Albemarle County Running","12.04","1,303","01:17:32","157","178","4.0","160","171","6:26","5:44","745","741","1.56","7.4","11.5","252","6:24","448","0.0","440","640","NaN","NaN","--","NaN","NaN","NaN","66.2","No","01:17:32","1","78.8","--","--","--","01:17:27","01:21:10","614","871"
Training Run,Running,2024-05-03 17:44:24,false,"Charlottesville Running","9.07","956","01:01:51","142","164","3.2","155","177","6:49","5:03","620","600","1.51","7.6","11.5","261","6:45","426","0.0","417","595","NaN","NaN","--","NaN","NaN","NaN","86.0","No","01:01:51","1","89.6","--","--","--","01:01:30","01:13:01","360","602"
Training Run,Running,2024-05-02 21:00:47,false,"Charlottesville Running","9.64","1,002","00:58:54","156","170","3.8","156","170","6:07","4:56","518","486","1.67","7.2","12.0","249","6:04","464","0.0","459","627","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:58:54","1","87.8","--","--","--","00:58:44","01:03:37","441","577"
Training Run,Running,2024-05-01 14:23:59,false,"Charlottesville Running","9.00","980","00:56:33","162","176","3.9","158","172","6:17","5:29","699","692","1.62","7.3","11.7","249","6:11","459","0.0","451","623","NaN","NaN","--","NaN","NaN","NaN","86.0","No","00:56:33","1","91.4","--","--","--","00:56:26","01:00:49","449","612"
Training Run,Running,2024-04-30 15:52:12,false,"Charlottesville Running","10.07","1,049","01:02:41","157","176","3.9","157","169","6:14","5:19","676","679","1.64","7.3","11.9","251","6:11","470","0.0","461","699","NaN","NaN","--","NaN","NaN","NaN","84.2","No","01:02:41","1","89.6","--","--","--","01:02:35","01:05:58","363","606"
Training Run,Running,2024-04-29 14:47:23,false,"Charlottesville Running","9.00","992","00:58:20","161","180","3.7","156","192","6:29","5:21","623","620","1.58","7.5","11.8","258","6:25","448","0.0","441","641","NaN","NaN","--","NaN","NaN","NaN","89.6","No","00:58:20","1","95.0","--","--","--","00:58:15","01:05:09","453","611"
WU/CD,Running,2024-04-28 19:47:43,false,"Charlottesville Running","3.64","424","00:28:00","152","162","2.5","152","161","7:42","6:51","95","89","1.37","8.3","11.3","283","7:42","367","0.0","364","501","NaN","NaN","--","NaN","NaN","NaN","84.2","No","00:28:00","1","86.0","--","--","--","00:27:55","00:33:15","540","574"
